Bundesland;Gemeindeschluessel;Gemeinde;Gemarkung;Gemarkungsnummer
SN;14626450;Reichenbach/O.L., Stadt;Reichenbach;144179
SN;14626450;Reichenbach/O.L., Stadt;Sohland;144183
SN;14626450;Reichenbach/O.L., Stadt;Zoblitz;145764
SN;14628330;Reinhardtsdorf-Schöna;Kleingießhübel;146805
SN;14628330;Reinhardtsdorf-Schöna;Reinhardtsdorf;146803
SN;14628330;Reinhardtsdorf-Schöna;Schöna;146804
SN;14522480;Reinsberg;Bieberstein;143601
SN;14522480;Reinsberg;Burkersdorf;143602
SN;14522480;Reinsberg;Dittmannsdorf;143607
SN;14522480;Reinsberg;Hirschfeld;143617
SN;14522480;Reinsberg;Neukirchen;143625
SN;14522480;Reinsberg;Niederreinsberg;143636
SN;14522480;Reinsberg;Oberreinsberg;143637
SN;14522480;Reinsberg;Steinbach;143626
SN;14524250;Reinsdorf;Friedrichsgrün;148907
SN;14524250;Reinsdorf;Reinsdorf;148933
SN;14524250;Reinsdorf;Vielau;148947
SN;14524260;Remse;Kertzsch;143938
SN;14524260;Remse;Kleinchursdorf;143939
SN;14524260;Remse;Oertelshain;143940
SN;14524260;Remse;Remse;143937
SN;14524260;Remse;Weidensdorf;143951
SN;14627230;Riesa, Stadt;Canitz;147165
SN;14627230;Riesa, Stadt;Gröba;147159
SN;14627230;Riesa, Stadt;Jahnishausen;147129
SN;14627230;Riesa, Stadt;Leutewitz;147132
SN;14627230;Riesa, Stadt;Mautitz;147137
SN;14627230;Riesa, Stadt;Mergendorf;147160
SN;14627230;Riesa, Stadt;Merzdorf;147161
SN;14627230;Riesa, Stadt;Nickritz;147143
SN;14627230;Riesa, Stadt;Oelsitz;147144
SN;14627230;Riesa, Stadt;Pausitz;147162
SN;14627230;Riesa, Stadt;Pochra;147166
SN;14627230;Riesa, Stadt;Poppitz;147163
SN;14627230;Riesa, Stadt;Riesa;147158
SN;14627230;Riesa, Stadt;Weida;147164
SN;14626460;Rietschen;Daubitz Flur 1;148213
SN;14626460;Rietschen;Daubitz Flur 10;148222
SN;14626460;Rietschen;Daubitz Flur 2;148214
SN;14626460;Rietschen;Daubitz Flur 3;148215
SN;14626460;Rietschen;Daubitz Flur 4;148216
SN;14626460;Rietschen;Daubitz Flur 5;148217
SN;14626460;Rietschen;Daubitz Flur 6;148218
SN;14626460;Rietschen;Daubitz Flur 7;148219
SN;14626460;Rietschen;Daubitz Flur 8;148220
SN;14626460;Rietschen;Daubitz Flur 9;148221
SN;14626460;Rietschen;Rietschen Flur 1;148334
SN;14626460;Rietschen;Rietschen Flur 10;148343
SN;14626460;Rietschen;Rietschen Flur 11;148344
SN;14626460;Rietschen;Rietschen Flur 12;148345
SN;14626460;Rietschen;Rietschen Flur 13;148346
SN;14626460;Rietschen;Rietschen Flur 2;148335
SN;14626460;Rietschen;Rietschen Flur 3;148336
SN;14626460;Rietschen;Rietschen Flur 4;148337
SN;14626460;Rietschen;Rietschen Flur 5;148338
SN;14626460;Rietschen;Rietschen Flur 6;148339
SN;14626460;Rietschen;Rietschen Flur 7;148340
SN;14626460;Rietschen;Rietschen Flur 8;148341
SN;14626460;Rietschen;Rietschen Flur 9;148342
SN;14626460;Rietschen;Teicha Flur 1;148394
SN;14626460;Rietschen;Teicha Flur 2;148395
SN;14626460;Rietschen;Teicha Flur 3;148396
SN;14626460;Rietschen;Viereichen Flur 1;148407
SN;14626460;Rietschen;Viereichen Flur 10;148416
SN;14626460;Rietschen;Viereichen Flur 11;148417
SN;14626460;Rietschen;Viereichen Flur 12;148418
SN;14626460;Rietschen;Viereichen Flur 13;148419
SN;14626460;Rietschen;Viereichen Flur 14;148420
SN;14626460;Rietschen;Viereichen Flur 15;148421
SN;14626460;Rietschen;Viereichen Flur 16;148422
SN;14626460;Rietschen;Viereichen Flur 17;148423
SN;14626460;Rietschen;Viereichen Flur 18;148424
SN;14626460;Rietschen;Viereichen Flur 2;148408
SN;14626460;Rietschen;Viereichen Flur 3;148409
SN;14626460;Rietschen;Viereichen Flur 4;148410
SN;14626460;Rietschen;Viereichen Flur 5;148411
SN;14626460;Rietschen;Viereichen Flur 6;148412
SN;14626460;Rietschen;Viereichen Flur 7;148413
SN;14626460;Rietschen;Viereichen Flur 8;148414
SN;14626460;Rietschen;Viereichen Flur 9;148415
SN;14522490;Rochlitz, Stadt;Breitenborn;143804
SN;14522490;Rochlitz, Stadt;Noßwitz;147264
SN;14522490;Rochlitz, Stadt;Penna;147267
SN;14522490;Rochlitz, Stadt;Poppitz;147270
SN;14522490;Rochlitz, Stadt;Rochlitz;147269
SN;14522490;Rochlitz, Stadt;Stöbnig;147268
SN;14522490;Rochlitz, Stadt;Wittgendorf;143805
SN;14522490;Rochlitz, Stadt;Zaßnitz;147293
SN;14523360;Rodewisch, Stadt;Rodewisch;141330
SN;14523360;Rodewisch, Stadt;Röthenbach;141331
SN;14523360;Rodewisch, Stadt;Rützengrün;141333
SN;14626470;Rosenbach;Bischdorf;145705
SN;14626470;Rosenbach;Herwigsdorf;145725
SN;14523365;Rosenbach/Vogtl.;Demeusel;146948
SN;14523365;Rosenbach/Vogtl.;Drochaus;146932
SN;14523365;Rosenbach/Vogtl.;Fasendorf;146933
SN;14523365;Rosenbach/Vogtl.;Fröbersgrün;146903
SN;14523365;Rosenbach/Vogtl.;Leubnitz;146928
SN;14523365;Rosenbach/Vogtl.;Mehltheuer;146931
SN;14523365;Rosenbach/Vogtl.;Oberpirk;146934
SN;14523365;Rosenbach/Vogtl.;Rodau;146947
SN;14523365;Rosenbach/Vogtl.;Rößnitz;146950
SN;14523365;Rosenbach/Vogtl.;Schneckengrün;146954
SN;14523365;Rosenbach/Vogtl.;Schönberg;146955
SN;14523365;Rosenbach/Vogtl.;Syrau;146960
SN;14523365;Rosenbach/Vogtl.;Unterpirk;146935
SN;14628340;Rosenthal-Bielatal;Hermsdorf;146702
SN;14628340;Rosenthal-Bielatal;Raum;146704
SN;14628340;Rosenthal-Bielatal;Reichstein;146703
SN;14628340;Rosenthal-Bielatal;Rosenthal;146807
SN;14522500;Rossau;Greifendorf;144523
SN;14522500;Rossau;Hermsdorf;144529
SN;14522500;Rossau;Moosheim;144548
SN;14522500;Rossau;Niederrossau;144558
SN;14522500;Rossau;Oberrossau;144559
SN;14522500;Rossau;Schönborn-Dreiwerden;144563
SN;14522500;Rossau;Seifersbach;144564
SN;14522500;Rossau;Weinsdorf;144560
SN;14626480;Rothenburg/O.L., Stadt;Lodenau Flur 1;146327
SN;14626480;Rothenburg/O.L., Stadt;Lodenau Flur 10;146335
SN;14626480;Rothenburg/O.L., Stadt;Lodenau Flur 11;146336
SN;14626480;Rothenburg/O.L., Stadt;Lodenau Flur 12;146337
SN;14626480;Rothenburg/O.L., Stadt;Lodenau Flur 13;146338
SN;14626480;Rothenburg/O.L., Stadt;Lodenau Flur 2;146328
SN;14626480;Rothenburg/O.L., Stadt;Lodenau Flur 3;146329
SN;14626480;Rothenburg/O.L., Stadt;Lodenau Flur 4;146330
SN;14626480;Rothenburg/O.L., Stadt;Lodenau Flur 5;146331
SN;14626480;Rothenburg/O.L., Stadt;Lodenau Flur 6;146332
SN;14626480;Rothenburg/O.L., Stadt;Lodenau Flur 7;146333
SN;14626480;Rothenburg/O.L., Stadt;Lodenau Flur 9;146334
SN;14626480;Rothenburg/O.L., Stadt;Neusorge Flur 1;146348
SN;14626480;Rothenburg/O.L., Stadt;Neusorge Flur 2;146349
SN;14626480;Rothenburg/O.L., Stadt;Neusorge Flur 3;146350
SN;14626480;Rothenburg/O.L., Stadt;Neusorge Flur 4;146351
SN;14626480;Rothenburg/O.L., Stadt;Nieder-Neundorf Flur 1;146352
SN;14626480;Rothenburg/O.L., Stadt;Nieder-Neundorf Flur 2;146353
SN;14626480;Rothenburg/O.L., Stadt;Nieder-Neundorf Flur 3;146354
SN;14626480;Rothenburg/O.L., Stadt;Nieder-Neundorf Flur 4;146355
SN;14626480;Rothenburg/O.L., Stadt;Nieder-Neundorf Flur 5;146356
SN;14626480;Rothenburg/O.L., Stadt;Nieder-Neundorf Flur 6;146357
SN;14626480;Rothenburg/O.L., Stadt;Nieder-Neundorf Flur 7;146358
SN;14626480;Rothenburg/O.L., Stadt;Nieder-Neundorf Flur 8;146359
SN;14626480;Rothenburg/O.L., Stadt;Rothenburg Flur 1;146403
SN;14626480;Rothenburg/O.L., Stadt;Rothenburg Flur 10;146412
SN;14626480;Rothenburg/O.L., Stadt;Rothenburg Flur 11;146413
SN;14626480;Rothenburg/O.L., Stadt;Rothenburg Flur 12;146414
SN;14626480;Rothenburg/O.L., Stadt;Rothenburg Flur 13;146415
SN;14626480;Rothenburg/O.L., Stadt;Rothenburg Flur 14;146416
SN;14626480;Rothenburg/O.L., Stadt;Rothenburg Flur 15;146417
SN;14626480;Rothenburg/O.L., Stadt;Rothenburg Flur 2;146404
SN;14626480;Rothenburg/O.L., Stadt;Rothenburg Flur 3;146405
SN;14626480;Rothenburg/O.L., Stadt;Rothenburg Flur 4;146406
SN;14626480;Rothenburg/O.L., Stadt;Rothenburg Flur 5;146407
SN;14626480;Rothenburg/O.L., Stadt;Rothenburg Flur 6;146408
SN;14626480;Rothenburg/O.L., Stadt;Rothenburg Flur 7;146409
SN;14626480;Rothenburg/O.L., Stadt;Rothenburg Flur 8;146410
SN;14626480;Rothenburg/O.L., Stadt;Rothenburg Flur 9;146411
SN;14626480;Rothenburg/O.L., Stadt;Uhsmannsdorf Flur 1;146456
SN;14626480;Rothenburg/O.L., Stadt;Uhsmannsdorf Flur 4;146457
SN;14626480;Rothenburg/O.L., Stadt;Uhsmannsdorf Flur 5;146458
SN;14522510;Roßwein, Stadt;Gleisberg;142862
SN;14522510;Roßwein, Stadt;Grunau;142935
SN;14522510;Roßwein, Stadt;Haßlau;142875
SN;14522510;Roßwein, Stadt;Hohenlauft;142936
SN;14522510;Roßwein, Stadt;Kobelsdorf;142876
SN;14522510;Roßwein, Stadt;Littdorf;142899
SN;14522510;Roßwein, Stadt;Mahlitzsch;142937
SN;14522510;Roßwein, Stadt;Naußlitz;142877
SN;14522510;Roßwein, Stadt;Niederstriegis;142934
SN;14522510;Roßwein, Stadt;Ossig;142878
SN;14522510;Roßwein, Stadt;Otzdorf;142900
SN;14522510;Roßwein, Stadt;Parzelle Grunau;142901
SN;14522510;Roßwein, Stadt;Roßwein;142961
SN;14522510;Roßwein, Stadt;Seifersdorf b. Roßwein;142962
SN;14522510;Roßwein, Stadt;Troischau;142963
SN;14522510;Roßwein, Stadt;Ullrichsberg;142964
SN;14522510;Roßwein, Stadt;Wettersdorf;142863
SN;14522510;Roßwein, Stadt;Wetterwitz;142864
SN;14522510;Roßwein, Stadt;Zweinig;142879
SN;14625470;Räckelwitz;Höflein;145279
SN;14625470;Räckelwitz;Räckelwitz;145277
SN;14625470;Räckelwitz;Schmeckwitz;145278
SN;14627240;Röderaue;Frauenhain;147116
SN;14627240;Röderaue;Koselitz;147130
SN;14627240;Röderaue;Pulsen;147157
SN;14627240;Röderaue;Raden;144456
SN;14729370;Rötha, Stadt;Dahlitzsch;141904
SN;14729370;Rötha, Stadt;Espenhain;141861
SN;14729370;Rötha, Stadt;Geschwitz;141913
SN;14729370;Rötha, Stadt;Großpötzschau;141905
SN;14729370;Rötha, Stadt;Kleinpötzschau;141906
SN;14729370;Rötha, Stadt;Kreudnitz;141914
SN;14729370;Rötha, Stadt;Kömmlitz;141899
SN;14729370;Rötha, Stadt;Mölbis;141895
SN;14729370;Rötha, Stadt;Oelzschau;141900
SN;14729370;Rötha, Stadt;Rötha;141915
SN;14729370;Rötha, Stadt;Rüben;141916
SN;14522520;Sayda, Stadt;Friedebach;142013
SN;14522520;Sayda, Stadt;Sayda;142029
SN;14522520;Sayda, Stadt;Ullersdorf;142030
SN;14521510;Scheibenberg, Stadt;Oberscheibe;141124
SN;14521510;Scheibenberg, Stadt;Scheibenberg;141127
SN;14625525;Schirgiswalde-Kirschau, Stadt;Bederwitz;141606
SN;14625525;Schirgiswalde-Kirschau, Stadt;Callenberg;141430
SN;14625525;Schirgiswalde-Kirschau, Stadt;Carlsberg;141431
SN;14625525;Schirgiswalde-Kirschau, Stadt;Crostau;141429
SN;14625525;Schirgiswalde-Kirschau, Stadt;Halbendorf/Geb;141433
SN;14625525;Schirgiswalde-Kirschau, Stadt;Kirschau;141495
SN;14625525;Schirgiswalde-Kirschau, Stadt;Kleinpostwitz;141496
SN;14625525;Schirgiswalde-Kirschau, Stadt;Rodewitz/Spree;141605
SN;14625525;Schirgiswalde-Kirschau, Stadt;Schirgiswalde;141616
SN;14625525;Schirgiswalde-Kirschau, Stadt;Suppo;141434
SN;14625525;Schirgiswalde-Kirschau, Stadt;Wurbis;141432
SN;14730270;Schkeuditz, Stadt;Dölzig;145508
SN;14730270;Schkeuditz, Stadt;Freiroda Flur 1;142255
SN;14730270;Schkeuditz, Stadt;Freiroda Flur 2;142256
SN;14730270;Schkeuditz, Stadt;Freiroda Flur 3;142257
SN;14730270;Schkeuditz, Stadt;Freiroda Flur 5;142259
SN;14730270;Schkeuditz, Stadt;Gerbisdorf Flur 1;142260
SN;14730270;Schkeuditz, Stadt;Gerbisdorf Flur 2;142261
SN;14730270;Schkeuditz, Stadt;Glesien Flur 1;142262
SN;14730270;Schkeuditz, Stadt;Glesien Flur 2;142263
SN;14730270;Schkeuditz, Stadt;Glesien Flur 3;142264
SN;14730270;Schkeuditz, Stadt;Glesien Flur 4;142265
SN;14730270;Schkeuditz, Stadt;Glesien Flur 5;142266
SN;14730270;Schkeuditz, Stadt;Glesien Flur 6;142267
SN;14730270;Schkeuditz, Stadt;Glesien Flur 7;142268
SN;14730270;Schkeuditz, Stadt;Glesien Flur 8;142269
SN;14730270;Schkeuditz, Stadt;Glesien Flur 9;142270
SN;14730270;Schkeuditz, Stadt;Hayna Flur 1;142365
SN;14730270;Schkeuditz, Stadt;Kleinliebenau;145509
SN;14730270;Schkeuditz, Stadt;Kursdorf Flur 1;145568
SN;14730270;Schkeuditz, Stadt;Kursdorf Flur 2;145569
SN;14730270;Schkeuditz, Stadt;Kursdorf Flur 3;145570
SN;14730270;Schkeuditz, Stadt;Kursdorf Flur 4;145571
SN;14730270;Schkeuditz, Stadt;Kursdorf Flur 5;145572
SN;14730270;Schkeuditz, Stadt;Radefeld Flur 1;142361
SN;14730270;Schkeuditz, Stadt;Radefeld Flur 2;142362
SN;14730270;Schkeuditz, Stadt;Radefeld Flur 3;142363
SN;14730270;Schkeuditz, Stadt;Radefeld Flur 4;142364
SN;14730270;Schkeuditz, Stadt;Schkeuditz Flur 1;145623
SN;14730270;Schkeuditz, Stadt;Schkeuditz Flur 10;145632
SN;14730270;Schkeuditz, Stadt;Schkeuditz Flur 11;145633
SN;14730270;Schkeuditz, Stadt;Schkeuditz Flur 12;145634
SN;14730270;Schkeuditz, Stadt;Schkeuditz Flur 13;145635
SN;14730270;Schkeuditz, Stadt;Schkeuditz Flur 14;145636
SN;14730270;Schkeuditz, Stadt;Schkeuditz Flur 15;145637
SN;14730270;Schkeuditz, Stadt;Schkeuditz Flur 16;145638
SN;14730270;Schkeuditz, Stadt;Schkeuditz Flur 17;145639
SN;14730270;Schkeuditz, Stadt;Schkeuditz Flur 18;145640
SN;14730270;Schkeuditz, Stadt;Schkeuditz Flur 19;145641
SN;14730270;Schkeuditz, Stadt;Schkeuditz Flur 2;145624
SN;14730270;Schkeuditz, Stadt;Schkeuditz Flur 20;145642
SN;14730270;Schkeuditz, Stadt;Schkeuditz Flur 21;145643
SN;14730270;Schkeuditz, Stadt;Schkeuditz Flur 3;145625
SN;14730270;Schkeuditz, Stadt;Schkeuditz Flur 4;145626
SN;14730270;Schkeuditz, Stadt;Schkeuditz Flur 5;145627
SN;14730270;Schkeuditz, Stadt;Schkeuditz Flur 6;145628
SN;14730270;Schkeuditz, Stadt;Schkeuditz Flur 7;145629
SN;14730270;Schkeuditz, Stadt;Schkeuditz Flur 8;145630
SN;14730270;Schkeuditz, Stadt;Schkeuditz Flur 9;145631
SN;14730270;Schkeuditz, Stadt;Wolteritz Flur 1;142418
SN;14730270;Schkeuditz, Stadt;Wolteritz Flur 2;142419
SN;14730270;Schkeuditz, Stadt;Wolteritz Flur 4;142421
SN;14626490;Schleife;Mulkwitz Flur 10;148356
SN;14626490;Schleife;Mulkwitz Flur 11;148357
SN;14626490;Schleife;Mulkwitz Flur 12;148358
SN;14626490;Schleife;Mulkwitz Flur 13;148359
SN;14626490;Schleife;Mulkwitz Flur 14;148360
SN;14626490;Schleife;Mulkwitz Flur 9;148355
SN;14626490;Schleife;Rohne Flur 1;148347
SN;14626490;Schleife;Rohne Flur 2;148348
SN;14626490;Schleife;Rohne Flur 3;148349
SN;14626490;Schleife;Rohne Flur 4;148350
SN;14626490;Schleife;Rohne Flur 5;148351
SN;14626490;Schleife;Rohne Flur 6;148352
SN;14626490;Schleife;Rohne Flur 7;148353
SN;14626490;Schleife;Rohne Flur 8;148354
SN;14626490;Schleife;Schleife Flur 1;148370
SN;14626490;Schleife;Schleife Flur 10;148379
SN;14626490;Schleife;Schleife Flur 11;148380
SN;14626490;Schleife;Schleife Flur 12;148381
SN;14626490;Schleife;Schleife Flur 13;148382
SN;14626490;Schleife;Schleife Flur 14;148383
SN;14626490;Schleife;Schleife Flur 15;148384
SN;14626490;Schleife;Schleife Flur 16;148385
SN;14626490;Schleife;Schleife Flur 2;148371
SN;14626490;Schleife;Schleife Flur 3;148372
SN;14626490;Schleife;Schleife Flur 4;148373
SN;14626490;Schleife;Schleife Flur 5;148374
SN;14626490;Schleife;Schleife Flur 6;148375
SN;14626490;Schleife;Schleife Flur 7;148376
SN;14626490;Schleife;Schleife Flur 8;148377
SN;14626490;Schleife;Schleife Flur 9;148378
SN;14521520;Schlettau, Stadt;Dörfel;141110
SN;14521520;Schlettau, Stadt;Schlettau;141128
SN;14625530;Schmölln-Putzkau;Niederputzkau;141736
SN;14625530;Schmölln-Putzkau;Oberputzkau;141735
SN;14625530;Schmölln-Putzkau;Schmölln;141743
SN;14625530;Schmölln-Putzkau;Tröbigau;141748
SN;14521530;Schneeberg, Stadt;Griesbach;141222
SN;14521530;Schneeberg, Stadt;Lindenau;141216
SN;14521530;Schneeberg, Stadt;Neustädtel;141223
SN;14521530;Schneeberg, Stadt;Schneeberg;141221
SN;14521550;Schwarzenberg/Erzgeb., Stadt;Bermsgrün;147403
SN;14521550;Schwarzenberg/Erzgeb., Stadt;Erla;147405
SN;14521550;Schwarzenberg/Erzgeb., Stadt;Grünstädtel;147408
SN;14521550;Schwarzenberg/Erzgeb., Stadt;Neuwelt;147419
SN;14521550;Schwarzenberg/Erzgeb., Stadt;Pöhla;147415
SN;14521550;Schwarzenberg/Erzgeb., Stadt;Schwarzenberg;147418
SN;14521550;Schwarzenberg/Erzgeb., Stadt;Wildenau;147420
SN;14625550;Schwepnitz;Bulleritz;145209
SN;14625550;Schwepnitz;Cosel;145210
SN;14625550;Schwepnitz;Grüngräbchen;145233
SN;14625550;Schwepnitz;Schwepnitz;145300
SN;14625550;Schwepnitz;Zeisholz;145211
SN;14626500;Schönau-Berzdorf a. d. Eigen;Kiesdorf;144093
SN;14626500;Schönau-Berzdorf a. d. Eigen;Schönau-Berzdorf;144182
SN;14626510;Schönbach;Schönbach;145758
SN;14524270;Schönberg;Breitenbach;143943
SN;14524270;Schönberg;Köthel;143944
SN;14524270;Schönberg;Oberdorf;143945
SN;14524270;Schönberg;Pfaffroda;143946
SN;14524270;Schönberg;Schönberg;143942
SN;14524270;Schönberg;Tettau;143947
SN;14524270;Schönberg;Wünschendorf;143948
SN;14523370;Schöneck/Vogtl., Stadt;Arnoldsgrün;146506
SN;14523370;Schöneck/Vogtl., Stadt;Eschenbach;145423
SN;14523370;Schöneck/Vogtl., Stadt;Gunzen;145405
SN;14523370;Schöneck/Vogtl., Stadt;Korna;146507
SN;14523370;Schöneck/Vogtl., Stadt;Schilbach;145421
SN;14523370;Schöneck/Vogtl., Stadt;Schöneck;145422
SN;14627250;Schönfeld;Böhla b. Ortrand;144435
SN;14627250;Schönfeld;Kraußnitz;144436
SN;14627250;Schönfeld;Liega;144463
SN;14627250;Schönfeld;Linz;144441
SN;14627250;Schönfeld;Schönfeld;144464
SN;14521540;Schönheide;Schönheide;141224
SN;14730280;Schönwölkau;Badrina Flur 1;142201
SN;14730280;Schönwölkau;Badrina Flur 2;142202
SN;14730280;Schönwölkau;Badrina Flur 3;142203
SN;14730280;Schönwölkau;Badrina Flur 4;142204
SN;14730280;Schönwölkau;Badrina Flur 5;142205
SN;14730280;Schönwölkau;Badrina Flur 6;142206
SN;14730280;Schönwölkau;Badrina Flur 7;142207
SN;14730280;Schönwölkau;Brinnis Flur 1;142222
SN;14730280;Schönwölkau;Brinnis Flur 2;142223
SN;14730280;Schönwölkau;Brinnis Flur 3;142224
SN;14730280;Schönwölkau;Brinnis Flur 4;142225
SN;14730280;Schönwölkau;Brinnis Flur 5;142226
SN;14730280;Schönwölkau;Brinnis Flur 6;142227
SN;14730280;Schönwölkau;Brinnis Flur 7;142228
SN;14730280;Schönwölkau;Brinnis Flur 8;142229
SN;14730280;Schönwölkau;Brinnis Flur 9;142230
SN;14730280;Schönwölkau;Hohenroda Flur 1;142271
SN;14730280;Schönwölkau;Hohenroda Flur 2;142272
SN;14730280;Schönwölkau;Hohenroda Flur 3;142273
SN;14730280;Schönwölkau;Krippehna Flur 2;142208
SN;14730280;Schönwölkau;Krippehna Flur 4;143272
SN;14730280;Schönwölkau;Lindenhayn Flur 1;142315
SN;14730280;Schönwölkau;Lindenhayn Flur 2;142316
SN;14730280;Schönwölkau;Lindenhayn Flur 3;142317
SN;14730280;Schönwölkau;Mocherwitz Flur 1;142274
SN;14730280;Schönwölkau;Mocherwitz Flur 2;142275
SN;14730280;Schönwölkau;Wölkau Flur 1;142411
SN;14730280;Schönwölkau;Wölkau Flur 2;142412
SN;14730280;Schönwölkau;Wölkau Flur 3;142413
SN;14730280;Schönwölkau;Wölkau Flur 4;142414
SN;14730280;Schönwölkau;Wölkau Flur 5;142415
SN;14730280;Schönwölkau;Wölkau Flur 6;142416
SN;14730280;Schönwölkau;Wölkau Flur 7;142417
SN;14626520;Schöpstal;Ebersbach Flur 1;144043
SN;14626520;Schöpstal;Ebersbach Flur 2;144044
SN;14626520;Schöpstal;Ebersbach Flur 3;144045
SN;14626520;Schöpstal;Ebersbach Flur 4;144046
SN;14626520;Schöpstal;Ebersbach Flur 5;144047
SN;14626520;Schöpstal;Ebersbach Flur 6;144048
SN;14626520;Schöpstal;Girbigsdorf Flur 1;144064
SN;14626520;Schöpstal;Girbigsdorf Flur 2;144065
SN;14626520;Schöpstal;Girbigsdorf Flur 3;144066
SN;14626520;Schöpstal;Girbigsdorf Flur 4;144067
SN;14626520;Schöpstal;Girbigsdorf Flur 5;144068
SN;14626520;Schöpstal;Girbigsdorf Flur 6;144069
SN;14626520;Schöpstal;Kunnersdorf Flur 1;144108
SN;14626520;Schöpstal;Kunnersdorf Flur 2;144109
SN;14626520;Schöpstal;Kunnersdorf Flur 3;144110
SN;14626520;Schöpstal;Kunnersdorf Flur 4;144111
SN;14626520;Schöpstal;Kunnersdorf Flur 5;144112
SN;14626520;Schöpstal;Kunnersdorf Flur 6;144113
SN;14626520;Schöpstal;Kunnersdorf Flur 7;144114
SN;14626520;Schöpstal;Kunnersdorf Flur 8;144115
SN;14626520;Schöpstal;Kunnersdorf Flur 9;144116
SN;14628360;Sebnitz, Stadt;Altendorf;147519
SN;14628360;Sebnitz, Stadt;Hainersdorf;147542
SN;14628360;Sebnitz, Stadt;Hertigswalde;147541
SN;14628360;Sebnitz, Stadt;Hinterhermsdorf;147512
SN;14628360;Sebnitz, Stadt;Lichtenhain;147518
SN;14628360;Sebnitz, Stadt;Mittelndorf;147520
SN;14628360;Sebnitz, Stadt;Ottendorf;147529
SN;14628360;Sebnitz, Stadt;Saupsdorf;147539
SN;14628360;Sebnitz, Stadt;Schönbach;147543
SN;14628360;Sebnitz, Stadt;Sebnitz;147540
SN;14522530;Seelitz;Beedeln;147242
SN;14522530;Seelitz;Bernsdorf;147243
SN;14522530;Seelitz;Biesern;147289
SN;14522530;Seelitz;Fischheim;147290
SN;14522530;Seelitz;Großstädten;147304
SN;14522530;Seelitz;Gröblitz;147279
SN;14522530;Seelitz;Gröbschütz;147280
SN;14522530;Seelitz;Kleinstädten;147305
SN;14522530;Seelitz;Kolkau;147241
SN;14522530;Seelitz;Köttern;147285
SN;14522530;Seelitz;Neutaubenheim;147281
SN;14522530;Seelitz;Pürsten;147282
SN;14522530;Seelitz;Seebitzschen;147291
SN;14522530;Seelitz;Seelitz;147278
SN;14522530;Seelitz;Spernsdorf;147284
SN;14522530;Seelitz;Steudten;147288
SN;14522530;Seelitz;Sörnzig;147292
SN;14522530;Seelitz;Winkeln;147314
SN;14522530;Seelitz;Zetteritz;147303
SN;14522530;Seelitz;Zschaagwitz;147286
SN;14522530;Seelitz;Zschauitz;147283
SN;14522530;Seelitz;Zöllnitz;147294
SN;14521560;Sehmatal;Cranzahl;141107
SN;14521560;Sehmatal;Kretscham-Rothensehma;141122
SN;14521560;Sehmatal;Neudorf;141121
SN;14521560;Sehmatal;Sehma;141132
SN;14521570;Seiffen/Erzgeb.;Heidelberg;145850
SN;14521570;Seiffen/Erzgeb.;Oberseiffenbach;145851
SN;14521570;Seiffen/Erzgeb.;Seiffen;145849
SN;14626530;Seifhennersdorf, Stadt;Seifhennersdorf;148728
SN;14625560;Sohland a. d. Spree;Frühlingsberg;141619
SN;14625560;Sohland a. d. Spree;Ober-u. Mittelsohland;141620
SN;14625560;Sohland a. d. Spree;Taubenheim;141624
SN;14625560;Sohland a. d. Spree;Wehrsdorf;141625
SN;14625570;Spreetal;Burg Flur 1;144728
SN;14625570;Spreetal;Burg Flur 2;144729
SN;14625570;Spreetal;Burg Flur 3;144730
SN;14625570;Spreetal;Burg Flur 5;144731
SN;14625570;Spreetal;Burg Flur 6;144732
SN;14625570;Spreetal;Burg Flur 7;144733
SN;14625570;Spreetal;Burg Flur 8;144734
SN;14625570;Spreetal;Burghammer Flur 1;144737
SN;14625570;Spreetal;Burghammer Flur 2;144738
SN;14625570;Spreetal;Burghammer Flur 3;144739
SN;14625570;Spreetal;Burghammer Flur 4;144740
SN;14625570;Spreetal;Burghammer Flur 5;144741
SN;14625570;Spreetal;Burghammer Flur 6;144742
SN;14625570;Spreetal;Neustadt Flur 1;144925
SN;14625570;Spreetal;Neustadt Flur 10;144934
SN;14625570;Spreetal;Neustadt Flur 11;144935
SN;14625570;Spreetal;Neustadt Flur 12;144936
SN;14625570;Spreetal;Neustadt Flur 13;144937
SN;14625570;Spreetal;Neustadt Flur 14;144938
SN;14625570;Spreetal;Neustadt Flur 15;144939
SN;14625570;Spreetal;Neustadt Flur 2;144926
SN;14625570;Spreetal;Neustadt Flur 3;144927
SN;14625570;Spreetal;Neustadt Flur 4;144928
SN;14625570;Spreetal;Neustadt Flur 5;144929
SN;14625570;Spreetal;Neustadt Flur 6;144930
SN;14625570;Spreetal;Neustadt Flur 7;144931
SN;14625570;Spreetal;Neustadt Flur 8;144932
SN;14625570;Spreetal;Neustadt Flur 9;144933
SN;14625570;Spreetal;Neuwiese Flur 1;144735
SN;14625570;Spreetal;Spreewitz Flur 1;145016
SN;14625570;Spreetal;Spreewitz Flur 2;145017
SN;14625570;Spreetal;Spreewitz Flur 3;145018
SN;14625570;Spreetal;Spreewitz Flur 4;145019
SN;14625570;Spreetal;Spreewitz Flur 5;145020
SN;14625570;Spreetal;Zerre Flur 1;145021
SN;14625570;Spreetal;Zerre Flur 2;145022
SN;14625570;Spreetal;Zerre Flur 3;145023
