Bundesland;Gemeindeschluessel;Gemeinde;Gemarkung;Gemarkungsnummer
HB;04011000;Bremen;VR 194;043194
HB;04011000;Bremen;VR 195;043195
HB;04011000;Bremen;VR 196;043196
HB;04011000;Bremen;VR 198;043198
HB;04011000;Bremen;VR 199;043199
HB;04011000;Bremen;VR 2;043002
HB;04011000;Bremen;VR 20;043020
HB;04011000;Bremen;VR 200;043200
HB;04011000;Bremen;VR 205;043205
HB;04011000;Bremen;VR 206;043206
HB;04011000;Bremen;VR 207;043207
HB;04011000;Bremen;VR 208;043208
HB;04011000;Bremen;VR 209;043209
HB;04011000;Bremen;VR 21;043021
HB;04011000;Bremen;VR 210;043210
HB;04011000;Bremen;VR 211;043211
HB;04011000;Bremen;VR 212;043212
HB;04011000;Bremen;VR 213;043213
HB;04011000;Bremen;VR 214;043214
HB;04011000;Bremen;VR 215;043215
HB;04011000;Bremen;VR 216;043216
HB;04011000;Bremen;VR 217;043217
HB;04011000;Bremen;VR 218;043218
HB;04011000;Bremen;VR 219;043219
HB;04011000;Bremen;VR 22;043022
HB;04011000;Bremen;VR 220;043220
HB;04011000;Bremen;VR 221;043221
HB;04011000;Bremen;VR 222;043222
HB;04011000;Bremen;VR 223;043223
HB;04011000;Bremen;VR 224;043224
HB;04011000;Bremen;VR 225;043225
HB;04011000;Bremen;VR 226;043226
HB;04011000;Bremen;VR 227;043227
HB;04011000;Bremen;VR 228;043228
HB;04011000;Bremen;VR 23;043023
HB;04011000;Bremen;VR 234;043234
HB;04011000;Bremen;VR 235;043235
HB;04011000;Bremen;VR 236;043236
HB;04011000;Bremen;VR 237;043237
HB;04011000;Bremen;VR 238;043238
HB;04011000;Bremen;VR 239;043239
HB;04011000;Bremen;VR 24;043024
HB;04011000;Bremen;VR 240;043240
HB;04011000;Bremen;VR 241;043241
HB;04011000;Bremen;VR 242;043242
HB;04011000;Bremen;VR 243;043243
HB;04011000;Bremen;VR 244;043244
HB;04011000;Bremen;VR 245;043245
HB;04011000;Bremen;VR 246;043246
HB;04011000;Bremen;VR 247;043247
HB;04011000;Bremen;VR 248;043248
HB;04011000;Bremen;VR 249;043249
HB;04011000;Bremen;VR 25;043025
HB;04011000;Bremen;VR 250;043250
HB;04011000;Bremen;VR 251;043251
HB;04011000;Bremen;VR 252;043252
HB;04011000;Bremen;VR 253;043253
HB;04011000;Bremen;VR 254;043254
HB;04011000;Bremen;VR 255;043255
HB;04011000;Bremen;VR 256;043256
HB;04011000;Bremen;VR 257;043257
HB;04011000;Bremen;VR 258;043258
HB;04011000;Bremen;VR 259;043259
HB;04011000;Bremen;VR 26;043026
HB;04011000;Bremen;VR 260;043260
HB;04011000;Bremen;VR 261;043261
HB;04011000;Bremen;VR 262;043262
HB;04011000;Bremen;VR 263;043263
HB;04011000;Bremen;VR 264;043264
HB;04011000;Bremen;VR 265;043265
HB;04011000;Bremen;VR 266;043266
HB;04011000;Bremen;VR 267;043267
HB;04011000;Bremen;VR 268;043268
HB;04011000;Bremen;VR 269;043269
HB;04011000;Bremen;VR 27;043027
HB;04011000;Bremen;VR 270;043270
HB;04011000;Bremen;VR 271;043271
HB;04011000;Bremen;VR 272;043272
HB;04011000;Bremen;VR 273;043273
HB;04011000;Bremen;VR 274;043274
HB;04011000;Bremen;VR 275;043275
HB;04011000;Bremen;VR 276;043276
HB;04011000;Bremen;VR 277;043277
HB;04011000;Bremen;VR 278;043278
HB;04011000;Bremen;VR 279;043279
HB;04011000;Bremen;VR 28;043028
HB;04011000;Bremen;VR 280;043280
HB;04011000;Bremen;VR 281;043281
HB;04011000;Bremen;VR 282;043282
HB;04011000;Bremen;VR 283;043283
HB;04011000;Bremen;VR 284;043284
HB;04011000;Bremen;VR 285;043285
HB;04011000;Bremen;VR 286;043286
HB;04011000;Bremen;VR 287;043287
HB;04011000;Bremen;VR 288;043288
HB;04011000;Bremen;VR 289;043289
HB;04011000;Bremen;VR 29;043029
HB;04011000;Bremen;VR 290;043290
HB;04011000;Bremen;VR 291;043291
HB;04011000;Bremen;VR 292;043292
HB;04011000;Bremen;VR 293;043293
HB;04011000;Bremen;VR 294;043294
HB;04011000;Bremen;VR 295;043295
HB;04011000;Bremen;VR 296;043296
HB;04011000;Bremen;VR 297;043297
HB;04011000;Bremen;VR 298;043298
HB;04011000;Bremen;VR 299;043299
HB;04011000;Bremen;VR 3;043003
HB;04011000;Bremen;VR 30;043030
HB;04011000;Bremen;VR 300;043300
HB;04011000;Bremen;VR 301;043301
HB;04011000;Bremen;VR 302;043302
HB;04011000;Bremen;VR 303;043303
HB;04011000;Bremen;VR 304;043304
HB;04011000;Bremen;VR 305;043305
HB;04011000;Bremen;VR 306;043306
HB;04011000;Bremen;VR 307;043307
HB;04011000;Bremen;VR 308;043308
HB;04011000;Bremen;VR 309;043309
HB;04011000;Bremen;VR 31;043031
HB;04011000;Bremen;VR 310;043310
HB;04011000;Bremen;VR 311;043311
HB;04011000;Bremen;VR 312;043312
HB;04011000;Bremen;VR 313;043313
HB;04011000;Bremen;VR 314;043314
HB;04011000;Bremen;VR 315;043315
HB;04011000;Bremen;VR 316;043316
HB;04011000;Bremen;VR 317;043317
HB;04011000;Bremen;VR 318;043318
HB;04011000;Bremen;VR 319;043319
HB;04011000;Bremen;VR 32;043032
HB;04011000;Bremen;VR 320;043320
HB;04011000;Bremen;VR 321;043321
HB;04011000;Bremen;VR 322;043322
HB;04011000;Bremen;VR 323;043323
HB;04011000;Bremen;VR 324;043324
HB;04011000;Bremen;VR 325;043325
HB;04011000;Bremen;VR 326;043326
HB;04011000;Bremen;VR 327;043327
HB;04011000;Bremen;VR 328;043328
HB;04011000;Bremen;VR 329;043329
HB;04011000;Bremen;VR 33;043033
